Provider_ID,Hospital_Name,Address,City,State,ZIP_Code,County_Name,Phone_Number,Hospital_Type,Hospital_Ownership,Emergency_Services,Hospital_Name,Provider_Number,State,Measure_Name,Number_of_Discharges,Footnote,Excess_Readmission_Ratio,Predicted_Readmission_Rate,Expected_Readmission_Rate,Number_of_Readmissions,Start_Date,End_Date
50757,"ALVARADO HOSPITAL MEDICAL CENTER","6655 ALVARADO ROAD","SAN DIEGO",CA,92120,"SAN DIEGO",6192293172,"Acute Care Hospitals","Government - Federal",Yes,"ALVARADO HOSPITAL MEDICAL CENTER",50757,CA,READM-30-AMI-HRRP,104,NULL,1.0128,19.5,19.3,21,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50272,"REDLANDS COMMUNITY HOSPITAL","350 TERRACINA BLVD",REDLANDS,CA,92373,"SAN BERNARDINO",9093355500,"Acute Care Hospitals","Government - Federal",Yes,"REDLANDS COMMUNITY HOSPITAL",50272,CA,READM-30-HIP-KNEE-HRRP,"Not Available",NULL,0.9551,4.4,4.7,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
50276,"CONTRA COSTA REGIONAL MEDICAL CENTER","2500 ALHAMBRA AVE",MARTINEZ,CA,94553,"CONTRA COSTA",9253705000,"Acute Care Hospitals","Government - Local",Yes,"CONTRA COSTA REGIONAL MEDICAL CENTER",50276,CA,READM-30-PN-HRRP,75,NULL,0.996,15,15,11,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50279,"HI-DESERT MEDICAL CENTER","6601 WHITE FEATHER ROAD","JOSHUA TREE",CA,92252,"SAN BERNARDINO",7603663711,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"HI-DESERT MEDICAL CENTER",50279,CA,READM-30-AMI-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
50291,"SUTTER SANTA ROSA REGIONAL HOSPITAL","30 MARK WEST SPRINGS ROAD","SANTA ROSA",CA,95403,SONOMA,7075764000,"Acute Care Hospitals","Government - Local",Yes,"SUTTER SANTA ROSA REGIONAL HOSPITAL",50291,CA,READM-30-COPD-HRRP,106,NULL,0.9526,19.4,20.4,17,"2010-07-01 00:00:00","2013-06-30 00:00:00"
50292,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","26520 CACTUS AVENUE","MORENO VALLEY",CA,92555,RIVERSIDE,9514864000,"Acute Care Hospitals","Government - Local",Yes,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER",50292,CA,READM-30-HIP-KNEE-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
50296,"HAZEL HAWKINS MEMORIAL HOSPITAL","911 SUNSET DRIVE",HOLLISTER,CA,95023,"SAN BENITO",8316375711,"Acute Care Hospitals","Government - Hospital District or Authority",No,"HAZEL HAWKINS MEMORIAL HOSPITAL",50296,CA,READM-30-PN-HRRP,153,NULL,1.0437,14.1,13.5,24,"2010-07-01 00:00:00","2013-06-30 00:00:00"
70036,"JOHN DEMPSEY HOSPITAL","263 FARMINGTON AVE",FARMINGTON,CT,6032,HARTFORD,8606791145,"Acute Care Hospitals","Government - Local",Yes,"JOHN DEMPSEY HOSPITAL",70036,CT,READM-30-COPD-HRRP,232,NULL,1.0032,20.6,20.5,48,"2010-07-01 00:00:00","2013-06-30 00:00:00"
70036,"JOHN DEMPSEY HOSPITAL","263 FARMINGTON AVE",FARMINGTON,CT,6032,HARTFORD,8606791145,"Acute Care Hospitals","Government - Local",Yes,"JOHN DEMPSEY HOSPITAL",70036,CT,READM-30-PN-HRRP,323,NULL,1.1016,16.8,15.3,60,"2010-07-01 00:00:00","2013-06-30 00:00:00"
60011,"DENVER HEALTH MEDICAL CENTER","777 BANNOCK ST",DENVER,CO,80204,DENVER,3034366000,"Acute Care Hospitals","Government - State",Yes,"DENVER HEALTH MEDICAL CENTER",60011,CO,READM-30-COPD-HRRP,"Not Available",NULL,0.9464,21,22.2,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
60043,"KEEFE MEMORIAL HOSPITAL","602 N 6TH W ST","CHEYENNE WELLS",CO,80810,CHEYENNE,7197675661,"Acute Care Hospitals","Government - Local",Yes,"KEEFE MEMORIAL HOSPITAL",60043,CO,READM-30-PN-HRRP,"Not Available",NULL,0.9811,15.4,15.7,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
50548,"FAIRVIEW DEVELOPMENTAL CENTER","2501 HARBOR BOULEVARD","COSTA MESA",CA,92626,ORANGE,7149575000,"Acute Care Hospitals","Government - Local",No,"FAIRVIEW DEVELOPMENTAL CENTER",50548,CA,READM-30-COPD-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
100140,"BAPTIST MEDICAL CENTER - NASSAU","1250 S 18TH ST","FERNANDINA BEACH",FL,32034,NASSAU,9043213500,"Acute Care Hospitals","Government - Local",Yes,"BAPTIST MEDICAL CENTER - NASSAU",100140,FL,READM-30-PN-HRRP,284,NULL,0.9549,15.4,16.1,41,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110007,"PHOEBE PUTNEY MEMORIAL HOSPITAL","417 THIRD AVENUE",ALBANY,GA,31703,DOUGHERTY,2293124068,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"PHOEBE PUTNEY MEMORIAL HOSPITAL",110007,GA,READM-30-AMI-HRRP,434,NULL,0.9708,14.6,15.1,62,"2010-07-01 00:00:00","2013-06-30 00:00:00"
100276,"BROWARD HEALTH CORAL SPRINGS","3000 CORAL HILLS DR","CORAL SPRINGS",FL,33065,BROWARD,9543443000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"BROWARD HEALTH CORAL SPRINGS",100276,FL,READM-30-COPD-HRRP,239,NULL,1.129,24.1,21.4,67,"2010-07-01 00:00:00","2013-06-30 00:00:00"
100281,"MEMORIAL HOSPITAL WEST","703 N FLAMINGO RD","PEMBROKE PINES",FL,33028,BROWARD,9544365000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MEMORIAL HOSPITAL WEST",100281,FL,READM-30-COPD-HRRP,491,NULL,1.0683,23.2,21.7,119,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110132,"MEMORIAL HOSPITAL AND MANOR","1500 E SHOTWELL STREET",BAINBRIDGE,GA,39819,DECATUR,2292463500,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MEMORIAL HOSPITAL AND MANOR",110132,GA,READM-30-COPD-HRRP,92,NULL,1.0353,16.9,16.3,18,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110142,"EVANS MEMORIAL HOSPITAL","200 N RIVER STREET",CLAXTON,GA,30417,EVANS,9127395105,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"EVANS MEMORIAL HOSPITAL",110142,GA,READM-30-COPD-HRRP,89,NULL,1.0156,19,18.7,18,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110191,"PIEDMONT HENRY HOSPITAL","1133 EAGLE'S LANDING PARKWAY",STOCKBRIDGE,GA,30281,HENRY,6786041000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"PIEDMONT HENRY HOSPITAL",110191,GA,READM-30-AMI-HRRP,112,NULL,1.0028,16.8,16.8,19,"2010-07-01 00:00:00","2013-06-30 00:00:00"
100022,"JACKSON MEMORIAL HOSPITAL","1611 NW 12TH AVE",MIAMI,FL,33136,MIAMI-DADE,3055851111,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"JACKSON MEMORIAL HOSPITAL",100022,FL,READM-30-COPD-HRRP,308,NULL,1.0059,23.2,23.1,72,"2010-07-01 00:00:00","2013-06-30 00:00:00"
100023,"CITRUS MEMORIAL HOSPITAL","502 W HIGHLAND BLVD",INVERNESS,FL,34452,CITRUS,3527261551,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"CITRUS MEMORIAL HOSPITAL",100023,FL,READM-30-HIP-KNEE-HRRP,425,NULL,1.0241,6.5,6.3,28,"2010-07-01 00:00:00","2013-06-30 00:00:00"
150072,"MEMORIAL HOSPITAL","1101 MICHIGAN AVE",LOGANSPORT,IN,46947,CASS,5747537541,"Acute Care Hospitals","Government - Local",Yes,"MEMORIAL HOSPITAL",140185,IL,READM-30-HIP-KNEE-HRRP,519,NULL,0.9909,5,5.1,26,"2010-07-01 00:00:00","2013-06-30 00:00:00"
360092,"MEMORIAL HOSPITAL","500 LONDON AVENUE",MARYSVILLE,OH,43040,UNION,9375782289,"Acute Care Hospitals","Government - Local",Yes,"MEMORIAL HOSPITAL",140185,IL,READM-30-HIP-KNEE-HRRP,519,NULL,0.9909,5,5.1,26,"2010-07-01 00:00:00","2013-06-30 00:00:00"
450235,"MEMORIAL HOSPITAL","1110 NORTH SARAH DEWITT DRIVE",GONZALES,TX,78629,GONZALES,8306727581,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MEMORIAL HOSPITAL",140185,IL,READM-30-HIP-KNEE-HRRP,519,NULL,0.9909,5,5.1,26,"2010-07-01 00:00:00","2013-06-30 00:00:00"
450508,"MEMORIAL HOSPITAL","1204 MOUND ST",NACOGDOCHES,TX,75961,NACOGDOCHES,9365644611,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MEMORIAL HOSPITAL",140185,IL,READM-30-HIP-KNEE-HRRP,519,NULL,0.9909,5,5.1,26,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110026,"ELBERT MEMORIAL HOSPITAL","4 MEDICAL DRIVE",ELBERTON,GA,30635,ELBERT,7062132535,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"ELBERT MEMORIAL HOSPITAL",110026,GA,READM-30-AMI-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
110026,"ELBERT MEMORIAL HOSPITAL","4 MEDICAL DRIVE",ELBERTON,GA,30635,ELBERT,7062132535,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"ELBERT MEMORIAL HOSPITAL",110026,GA,READM-30-COPD-HRRP,"Not Available",NULL,0.9155,19.2,20.9,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
110026,"ELBERT MEMORIAL HOSPITAL","4 MEDICAL DRIVE",ELBERTON,GA,30635,ELBERT,7062132535,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"ELBERT MEMORIAL HOSPITAL",110026,GA,READM-30-HF-HRRP,109,NULL,0.8937,19.7,22,15,"2010-07-01 00:00:00","2013-06-30 00:00:00"
310119,"UNIVERSITY HOSPITAL","150 BERGEN ST",NEWARK,NJ,7103,ESSEX,9739725658,"Acute Care Hospitals","Government - State",Yes,"UNIVERSITY HOSPITAL",110028,GA,READM-30-COPD-HRRP,489,NULL,0.9779,20.6,21.1,99,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET",GAINESVILLE,GA,30501,HALL,7705353553,"Acute Care Hospitals","Government - Local",Yes,"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,GA,READM-30-HF-HRRP,1136,NULL,0.8787,20.1,22.9,221,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110032,"STEPHENS COUNTY HOSPITAL","163 HOSPITAL DRIVE",TOCCOA,GA,30577,STEPHENS,7062824250,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"STEPHENS COUNTY HOSPITAL",110032,GA,READM-30-HF-HRRP,152,NULL,0.9146,17.7,19.4,22,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110040,"NORTHRIDGE MEDICAL CENTER","70 MEDICAL CENTER DRIVE",COMMERCE,GA,30529,JACKSON,7063351100,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"NORTHRIDGE MEDICAL CENTER",110040,GA,READM-30-COPD-HRRP,81,NULL,0.9874,18.4,18.6,14,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110040,"NORTHRIDGE MEDICAL CENTER","70 MEDICAL CENTER DRIVE",COMMERCE,GA,30529,JACKSON,7063351100,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"NORTHRIDGE MEDICAL CENTER",110040,GA,READM-30-HF-HRRP,105,NULL,1.0321,23,22.3,26,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110041,"HABERSHAM COUNTY MEDICAL CTR","541 HISTORIC HIGHWAY 441-NORTH",DEMOREST,GA,30535,HABERSHAM,7067542161,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"HABERSHAM COUNTY MEDICAL CTR",110041,GA,READM-30-HIP-KNEE-HRRP,"Not Available",NULL,1.1234,5.6,5,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
110044,"PHOEBE SUMTER MEDICAL CENTER","126 HIGHWAY 280 W",AMERICUS,GA,31719,SUMTER,2299311280,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"PHOEBE SUMTER MEDICAL CENTER",110044,GA,READM-30-COPD-HRRP,80,NULL,0.9891,18.5,18.7,14,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110051,"UNION GENERAL HOSPITAL","35 HOSPITAL ROAD",BLAIRSVILLE,GA,30512,UNION,7067452111,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"UNION GENERAL HOSPITAL",110051,GA,READM-30-AMI-HRRP,"Not Available",NULL,0.9427,21.7,23,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
370054,"GRADY MEMORIAL HOSPITAL","2220 IOWA STREET",CHICKASHA,OK,73018,GRADY,4052242300,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"GRADY MEMORIAL HOSPITAL",110079,GA,READM-30-HF-HRRP,408,NULL,1.1647,26.4,22.7,117,"2010-07-01 00:00:00","2013-06-30 00:00:00"
370054,"GRADY MEMORIAL HOSPITAL","2220 IOWA STREET",CHICKASHA,OK,73018,GRADY,4052242300,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"GRADY MEMORIAL HOSPITAL",110079,GA,READM-30-PN-HRRP,125,NULL,1.0417,18,17.3,25,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110086,"WASHINGTON COUNTY REGIONAL MEDICAL CENTER","610 SPARTA ROAD",SANDERSVILLE,GA,31082,WASHINGTON,4782402100,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"WASHINGTON COUNTY REGIONAL MEDICAL CENTER",110086,GA,READM-30-AMI-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
110089,"COFFEE REGIONAL MEDICAL CENTER","1101 OCILLA ROAD",DOUGLAS,GA,31533,COFFEE,2293841900,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"COFFEE REGIONAL MEDICAL CENTER",110089,GA,READM-30-PN-HRRP,271,NULL,1.1259,20.9,18.6,64,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110095,"TIFT REGIONAL MEDICAL CENTER","901 E 18TH STREET",TIFTON,GA,31793,TIFT,2293827120,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"TIFT REGIONAL MEDICAL CENTER",110095,GA,READM-30-AMI-HRRP,137,NULL,1.0338,17,16.4,25,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110104,"CRISP REGIONAL HOSPITAL","902 7TH STREET NORTH",CORDELE,GA,31015,CRISP,2292763100,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"CRISP REGIONAL HOSPITAL",110104,GA,READM-30-COPD-HRRP,238,NULL,1.0765,21.7,20.1,57,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110105,"COLQUITT REGIONAL MEDICAL CENTER","3131 THOMASVILLE HWY BOX 40",MOULTRIE,GA,31768,COLQUITT,2299853420,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"COLQUITT REGIONAL MEDICAL CENTER",110105,GA,READM-30-HF-HRRP,202,NULL,0.9428,21,22.3,39,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110107,"MEDICAL CENTER OF CENTRAL GEORGIA","777 HEMLOCK STREET",MACON,GA,31201,BIBB,4786336805,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MEDICAL CENTER OF CENTRAL GEORGIA",110107,GA,READM-30-HF-HRRP,909,NULL,0.9477,21.9,23.1,196,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110122,"SOUTH GEORGIA MEDICAL CENTER","2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31603,LOWNDES,2293331020,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"SOUTH GEORGIA MEDICAL CENTER",110122,GA,READM-30-PN-HRRP,435,NULL,1.0463,17.5,16.8,79,"2010-07-01 00:00:00","2013-06-30 00:00:00"
100200,"BROWARD HEALTH IMPERIAL POINT","6401 N FEDERAL HWY","FORT LAUDERDALE",FL,33308,BROWARD,9547768500,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"BROWARD HEALTH IMPERIAL POINT",100200,FL,READM-30-COPD-HRRP,126,NULL,1.0478,22.6,21.5,32,"2010-07-01 00:00:00","2013-06-30 00:00:00"
140150,"UNIVERSITY OF ILLINOIS HOSPITAL","1740 WEST TAYLOR ST SUITE 1400",CHICAGO,IL,60612,COOK,3129963900,"Acute Care Hospitals","Government - State",Yes,"UNIVERSITY OF ILLINOIS HOSPITAL",140150,IL,READM-30-COPD-HRRP,148,NULL,1.007,22.6,22.5,34,"2010-07-01 00:00:00","2013-06-30 00:00:00"
140150,"UNIVERSITY OF ILLINOIS HOSPITAL","1740 WEST TAYLOR ST SUITE 1400",CHICAGO,IL,60612,COOK,3129963900,"Acute Care Hospitals","Government - State",Yes,"UNIVERSITY OF ILLINOIS HOSPITAL",140150,IL,READM-30-HIP-KNEE-HRRP,"Not Available",NULL,0.9896,5.2,5.2,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
160058,"UNIVERSITY OF IOWA HOSPITAL & CLINICS","200 HAWKINS DRIVE","IOWA CITY",IA,52242,JOHNSON,3193561616,"Acute Care Hospitals","Government - State",Yes,"UNIVERSITY OF IOWA HOSPITAL & CLINICS",160058,IA,READM-30-HF-HRRP,450,NULL,0.9395,21.9,23.3,95,"2010-07-01 00:00:00","2013-06-30 00:00:00"
140059,"JERSEY COMMUNITY HOSPITAL","400 MAPLE SUMMIT ROAD",JERSEYVILLE,IL,62052,JERSEY,6184986402,"Acute Care Hospitals","Government - Local",Yes,"JERSEY COMMUNITY HOSPITAL",140059,IL,READM-30-PN-HRRP,314,NULL,1.1084,19,17.2,66,"2010-07-01 00:00:00","2013-06-30 00:00:00"
140089,"MC DONOUGH DISTRICT HOSPITAL","525 EAST GRANT STREET",MACOMB,IL,61455,MCDONOUGH,3098334101,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MC DONOUGH DISTRICT HOSPITAL",140089,IL,READM-30-COPD-HRRP,174,NULL,0.984,18.5,18.8,31,"2010-07-01 00:00:00","2013-06-30 00:00:00"
160030,"MARY GREELEY MEDICAL CENTER","1111 DUFF AVENUE",AMES,IA,50010,STORY,5152392011,"Acute Care Hospitals","Government - Local",Yes,"MARY GREELEY MEDICAL CENTER",160030,IA,READM-30-COPD-HRRP,266,NULL,1.0013,19.9,19.9,53,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110226,"DEKALB MEDICAL CENTER AT HILLANDALE","2801 DEKALB MEDICAL PARKWAY",LITHONIA,GA,30058,DEKALB,4045018040,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"DEKALB MEDICAL CENTER AT HILLANDALE",110226,GA,READM-30-PN-HRRP,100,NULL,1.1171,19.2,17.2,26,"2010-07-01 00:00:00","2013-06-30 00:00:00"
110234,"SGMC BERRIEN CAMPUS","1221 E MCPHERSON AVENUE",NASHVILLE,GA,31639,BERRIEN,2295437100,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"SGMC BERRIEN CAMPUS",110234,GA,READM-30-HF-HRRP,"Not Available",5,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
120002,"MAUI MEMORIAL MEDICAL CENTER","221 MAHALANI STREET",WAILUKU,HI,96793,MAUI,8084425101,"Acute Care Hospitals","Government - State",Yes,"MAUI MEMORIAL MEDICAL CENTER",120002,HI,READM-30-COPD-HRRP,115,NULL,1.0277,19.2,18.6,24,"2010-07-01 00:00:00","2013-06-30 00:00:00"
120019,"KONA COMMUNITY HOSPITAL","79-1019 HAUKAPILA STREET",KEALAKEKUA,HI,96750,HAWAII,8083229311,"Acute Care Hospitals","Government - State",Yes,"KONA COMMUNITY HOSPITAL",120019,HI,READM-30-COPD-HRRP,"Not Available",NULL,1.0362,19.5,18.8,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
190007,"NATCHITOCHES REGIONAL MEDICAL CENTER","501 KEYSER AVE",NATCHITOCHES,LA,71457,NATCHITOCHES,3182144200,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"NATCHITOCHES REGIONAL MEDICAL CENTER",190007,LA,READM-30-COPD-HRRP,116,NULL,0.9248,17.8,19.2,15,"2010-07-01 00:00:00","2013-06-30 00:00:00"
190007,"NATCHITOCHES REGIONAL MEDICAL CENTER","501 KEYSER AVE",NATCHITOCHES,LA,71457,NATCHITOCHES,3182144200,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"NATCHITOCHES REGIONAL MEDICAL CENTER",190007,LA,READM-30-PN-HRRP,251,NULL,0.9466,15.6,16.5,36,"2010-07-01 00:00:00","2013-06-30 00:00:00"
170014,"RANSOM MEMORIAL HOSPITAL","1301 S MAIN STREET",OTTAWA,KS,66067,FRANKLIN,7852298200,"Acute Care Hospitals","Government - Local",Yes,"RANSOM MEMORIAL HOSPITAL",170014,KS,READM-30-HF-HRRP,82,NULL,0.9871,20.4,20.7,16,"2010-07-01 00:00:00","2013-06-30 00:00:00"
150018,"ELKHART GENERAL HOSPITAL","600 E BLVD",ELKHART,IN,46514,ELKHART,5742942621,"Acute Care Hospitals","Government - Local",Yes,"ELKHART GENERAL HOSPITAL",150018,IN,READM-30-COPD-HRRP,672,NULL,1.0906,22.5,20.7,158,"2010-07-01 00:00:00","2013-06-30 00:00:00"
150018,"ELKHART GENERAL HOSPITAL","600 E BLVD",ELKHART,IN,46514,ELKHART,5742942621,"Acute Care Hospitals","Government - Local",Yes,"ELKHART GENERAL HOSPITAL",150018,IN,READM-30-HF-HRRP,805,NULL,1.0329,22.9,22.1,186,"2010-07-01 00:00:00","2013-06-30 00:00:00"
150024,"ESKENAZI HEALTH","720 ESKENAZI AVENUE",INDIANAPOLIS,IN,46202,MARION,3178804818,"Acute Care Hospitals","Government - Local",Yes,"ESKENAZI HEALTH",150024,IN,READM-30-HF-HRRP,247,NULL,1.1142,25.7,23.1,70,"2010-07-01 00:00:00","2013-06-30 00:00:00"
150024,"ESKENAZI HEALTH","720 ESKENAZI AVENUE",INDIANAPOLIS,IN,46202,MARION,3178804818,"Acute Care Hospitals","Government - Local",Yes,"ESKENAZI HEALTH",150024,IN,READM-30-HIP-KNEE-HRRP,"Not Available",NULL,1.0569,6.1,5.8,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
150030,"HENRY COUNTY MEMORIAL HOSPITAL","1000 N 16TH ST","NEW CASTLE",IN,47362,HENRY,7655210890,"Acute Care Hospitals","Government - Local",Yes,"HENRY COUNTY MEMORIAL HOSPITAL",150030,IN,READM-30-HF-HRRP,168,NULL,0.9292,19.8,21.3,29,"2010-07-01 00:00:00","2013-06-30 00:00:00"
150037,"HANCOCK REGIONAL HOSPITAL","801 N STATE ST",GREENFIELD,IN,46140,HANCOCK,3174625544,"Acute Care Hospitals","Government - Local",Yes,"HANCOCK REGIONAL HOSPITAL",150037,IN,READM-30-HF-HRRP,138,NULL,0.9088,19.9,21.9,22,"2010-07-01 00:00:00","2013-06-30 00:00:00"
150065,"SCHNECK MEDICAL CENTER","411 W TIPTON ST",SEYMOUR,IN,47274,JACKSON,8125222349,"Acute Care Hospitals","Government - Local",Yes,"SCHNECK MEDICAL CENTER",150065,IN,READM-30-PN-HRRP,191,NULL,0.9321,14.7,15.8,24,"2010-07-01 00:00:00","2013-06-30 00:00:00"
150072,"MEMORIAL HOSPITAL","1101 MICHIGAN AVE",LOGANSPORT,IN,46947,CASS,5747537541,"Acute Care Hospitals","Government - Local",Yes,"MEMORIAL HOSPITAL",150072,IN,READM-30-HIP-KNEE-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
360092,"MEMORIAL HOSPITAL","500 LONDON AVENUE",MARYSVILLE,OH,43040,UNION,9375782289,"Acute Care Hospitals","Government - Local",Yes,"MEMORIAL HOSPITAL",150072,IN,READM-30-HIP-KNEE-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
450235,"MEMORIAL HOSPITAL","1110 NORTH SARAH DEWITT DRIVE",GONZALES,TX,78629,GONZALES,8306727581,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MEMORIAL HOSPITAL",150072,IN,READM-30-HIP-KNEE-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
450508,"MEMORIAL HOSPITAL","1204 MOUND ST",NACOGDOCHES,TX,75961,NACOGDOCHES,9365644611,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MEMORIAL HOSPITAL",150072,IN,READM-30-HIP-KNEE-HRRP,"Not Available",1,"Not Available","Not Available","Not Available","Not Available","2010-07-01 00:00:00","2013-06-30 00:00:00"
150086,"DEARBORN COUNTY HOSPITAL","600 WILSON CREEK RD",LAWRENCEBURG,IN,47025,DEARBORN,8125371010,"Acute Care Hospitals","Government - Local",Yes,"DEARBORN COUNTY HOSPITAL",150086,IN,READM-30-HF-HRRP,176,NULL,1.0667,24,22.5,46,"2010-07-01 00:00:00","2013-06-30 00:00:00"
150112,"COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST",COLUMBUS,IN,47201,BARTHOLOMEW,8123794441,"Acute Care Hospitals","Government - Local",Yes,"COLUMBUS REGIONAL HOSPITAL",150112,IN,READM-30-HF-HRRP,450,NULL,0.8322,19.5,23.4,77,"2010-07-01 00:00:00","2013-06-30 00:00:00"
170039,"SUMNER REGIONAL MEDICAL CENTER","1323 NORTH A STREET",WELLINGTON,KS,67152,SUMNER,6203267451,"Acute Care Hospitals","Government - Local",Yes,"SUMNER REGIONAL MEDICAL CENTER",170039,KS,READM-30-COPD-HRRP,"Not Available",NULL,1.0138,18.6,18.3,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
170040,"UNIVERSITY OF KANSAS HOSPITAL","3901 RAINBOW BLVD","KANSAS CITY",KS,66103,WYANDOTTE,9135887332,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"UNIVERSITY OF KANSAS HOSPITAL",170040,KS,READM-30-PN-HRRP,225,NULL,1.0382,19,18.3,45,"2010-07-01 00:00:00","2013-06-30 00:00:00"
170068,"SOUTHWEST MEDICAL CENTER","315 WEST 15TH STREET",LIBERAL,KS,67901,SEWARD,6206296291,"Acute Care Hospitals","Government - Local",Yes,"SOUTHWEST MEDICAL CENTER",170068,KS,READM-30-HIP-KNEE-HRRP,"Not Available",NULL,0.9726,5.7,5.8,"Too Few to Report","2010-07-01 00:00:00","2013-06-30 00:00:00"
