Provider_Number,FY_2014_Readmissions ,Number_of_Pneumonia_Cases,Excess_Readmission_Ratio_Pneumonia,No_of_Heart_Failure_Cases,Excess_Readmission_Ratio_Heart_Failure,No_Acute_Myocardial_Infarction_Cases,Acute_Myocardial_Infarction
260023,0.9958,506,1.038298,682,1.063181,336,0.941333
260024,0.9959,192,0.976654,83,1.113666,16,0.000000
260025,1.0000,451,0.959684,345,0.943251,158,0.930935
260027,0.9991,191,1.067864,295,0.969167,162,0.969033
260032,0.9940,568,1.232318,1198,1.207661,654,1.047374
260034,0.9903,169,1.047125,125,1.085935,9,0.000000
260040,0.9985,1045,0.958367,791,0.858142,595,1.056991
260047,0.9968,428,1.039802,431,1.055301,202,0.893676
260048,0.9980,50,1.040378,109,1.109204,21,0.000000
260050,1.0000,124,0.866198,90,0.854508,11,0.000000
260052,0.9979,238,1.054913,274,0.955732,56,0.936270
260057,0.9988,280,1.012014,136,0.998245,17,0.000000
260059,0.9961,171,1.072818,119,0.977890,5,0.000000
260061,1.0000,104,0.956966,86,0.970604,11,0.000000
260062,0.9982,189,1.051892,198,0.961977,86,1.018137
260064,1.0000,288,0.937033,332,0.790240,51,0.949152
260065,1.0000,764,0.915420,938,0.780874,562,0.911650
260068,1.0000,634,0.933181,962,0.853898,661,0.990468
260070,0.9950,51,1.045323,158,1.069051,8,0.000000
260074,0.9993,150,0.992588,154,0.958432,63,1.031005
260077,0.9905,1072,1.150883,1205,1.058128,446,1.091769
260078,0.9984,361,1.034254,223,0.900746,132,0.892054
260080,0.9832,86,1.099962,44,1.074405,3,0.000000
260081,0.9961,323,1.080807,507,0.957713,270,1.080697
260085,0.9978,621,0.910791,595,0.922601,300,1.073031
260091,0.9941,325,1.075753,623,1.128673,164,1.014832
260094,1.0000,302,0.906637,388,0.956642,209,0.997442
260095,0.9975,351,1.029882,474,0.867360,254,1.073738
260096,0.9976,806,1.031333,1032,0.996754,379,1.080357
260097,1.0000,200,0.960173,131,0.996632,23,0.000000
260102,0.9987,39,1.066412,30,0.953353,0,0.000000
260104,0.9916,286,1.085808,662,1.179498,250,1.120172
260105,0.9987,174,1.048442,235,1.056922,80,1.028471
260108,0.9980,1028,1.029650,1371,0.954541,704,1.036946
260110,0.9986,462,0.982252,451,0.995656,255,1.043713
260113,0.9894,376,1.135196,331,1.045704,36,1.005153
260115,1.0000,172,0.967753,165,0.888451,22,0.000000
260116,0.9997,230,0.994601,160,1.008625,7,0.000000
260119,0.9947,473,0.953416,558,1.111621,151,1.058543
260137,1.0000,589,0.841426,459,0.952864,453,0.982188
260138,0.9960,444,1.119680,736,0.951511,456,1.089522
260141,0.9989,269,0.928089,258,0.900306,200,1.081221
260142,0.9991,205,0.989317,116,1.020441,26,0.963924
260147,0.9972,36,1.021065,50,1.023248,0,0.000000
260160,0.9885,239,1.031962,183,1.082966,20,0.000000
260162,1.0000,98,0.955986,137,0.875060,14,0.000000
260163,1.0000,296,0.937884,244,0.998236,42,0.904920
260175,1.0000,234,0.973624,235,0.954472,23,0.000000
260176,0.9951,375,1.134041,252,0.883771,163,1.071066
260177,0.9963,578,1.011929,518,1.058696,206,1.062393
260179,1.0000,935,1.001196,951,0.900607,442,0.995971
260180,0.9970,363,1.102182,763,0.967026,370,1.032557
260183,1.0000,786,0.978559,620,0.929473,232,0.937459
260186,0.9995,437,0.821295,426,1.010390,297,0.936244
260190,0.9941,156,1.120880,157,1.071834,75,0.957287
260191,0.9999,283,0.975706,313,1.003185,133,0.953159
260193,0.9933,297,1.133695,143,0.964663,109,1.005094
260195,0.9962,181,0.979318,123,1.115136,55,0.933365
260200,1.0000,230,0.952868,395,0.894204,96,0.972912
260207,1.0000,124,0.960975,37,0.967472,8,0.000000
260209,1.0000,84,0.936645,62,0.932087,4,0.000000
260210,0.9987,155,0.967361,135,1.054747,17,0.000000
260211,1.0000,1,0.000000,2,0.000000,1,0.000000
260214,0.9967,79,1.103344,62,1.007228,13,0.000000
260216,0.9944,390,1.091244,372,1.064806,157,0.997214
260219,0.9984,122,0.934368,100,1.045338,16,0.000000
260227,1.0000,0,0.000000,0,0.000000,0,0.000000
270003,1.0000,312,0.943485,152,0.876724,90,0.853104
270004,1.0000,405,0.943856,504,0.756253,353,0.945986
270012,1.0000,342,0.867407,346,0.888252,206,0.921321
270014,1.0000,335,0.814193,288,0.847992,374,0.713172
270017,0.9991,177,0.945326,129,1.025255,44,1.027769
270023,0.9998,76,0.859926,88,1.015555,21,0.000000
270032,1.0000,148,0.973314,68,0.923400,8,0.000000
270049,1.0000,435,0.837327,362,0.835582,303,0.868060
270051,1.0000,333,0.785181,237,0.870786,176,0.931673
270057,1.0000,246,0.850461,169,0.865877,93,0.887884
270074,0.9991,85,1.006817,17,0.000000,0,0.000000
270086,1.0000,27,0.987596,3,0.000000,0,0.000000
270087,1.0000,8,0.000000,0,0.000000,0,0.000000
280003,1.0000,910,0.952799,791,0.786742,592,0.950708
280009,1.0000,418,0.925047,369,0.800607,235,0.846490
280013,0.9995,475,1.033013,513,0.969860,300,1.002107
280020,0.9993,751,0.949502,430,1.020153,129,1.027259
280023,0.9991,482,0.983551,318,1.023480,113,1.010398
280030,0.9993,149,1.060718,305,0.983751,299,0.830673
280032,1.0000,309,0.912293,260,0.975411,34,0.957069
280040,0.9987,604,1.053535,483,0.894420,232,0.892767
280060,1.0000,328,0.993192,517,0.845348,264,0.993975
280061,1.0000,336,0.848545,194,0.865233,63,0.953899
280065,0.9992,334,0.979091,202,1.021264,39,1.021797
280077,1.0000,240,0.981946,183,0.818446,65,0.960439
280081,0.9986,236,1.046482,206,0.965597,124,1.018503
280105,1.0000,151,0.955765,154,0.957973,56,0.982511
280111,0.9985,175,0.997563,121,1.045984,20,0.000000
280119,1.0000,8,0.000000,1,0.000000,0,0.000000
280125,1.0000,306,0.962931,223,0.916819,178,0.870727
280127,1.0000,0,0.000000,0,0.000000,0,0.000000
280128,1.0000,29,0.970474,498,0.842853,387,0.903934
280129,1.0000,0,0.000000,0,0.000000,0,0.000000
280130,0.9997,277,1.008529,288,0.915982,111,0.917011
280131,1.0000,0,0.000000,0,0.000000,0,0.000000
280132,0.9993,136,0.989649,108,1.019021,53,0.901216
280133,1.0000,0,0.000000,0,0.000000,0,0.000000
290001,0.9990,472,1.068551,557,1.000626,526,0.869875
290002,1.0000,47,0.931555,23,0.000000,2,0.000000
290003,0.9960,404,1.032503,472,1.102277,371,1.054205
290005,0.9959,112,0.963407,154,1.140847,17,0.000000
290006,0.9957,180,1.043593,99,1.035435,7,0.000000
290007,0.9990,145,0.965870,165,1.071237,60,0.995572
290008,0.9963,244,0.851204,67,1.134119,30,1.010075
290009,0.9994,402,0.990187,333,1.026960,201,0.885730
290012,0.9935,168,1.205986,184,1.085086,46,0.999086
290019,0.9974,484,0.940038,508,1.045718,334,1.029561
290020,1.0000,5,0.000000,15,0.000000,3,0.000000
290021,0.9911,244,1.134009,343,1.056301,213,1.182710
290022,0.9945,301,1.122484,296,1.091591,199,1.022174
290032,0.9987,121,1.042718,89,0.976387,47,1.030214
290039,0.9965,488,1.048670,683,1.022047,285,1.082208
290041,0.9991,377,1.025347,398,0.876602,162,1.013410
290042,1.0000,5,0.000000,0,0.000000,0,0.000000
290045,0.9996,328,1.026110,426,0.911903,264,0.872022
290046,0.9970,218,1.105996,177,1.055515,130,0.962589
290047,0.9968,184,0.962059,156,1.120704,30,1.058707
290049,1.0000,164,0.894495,73,0.960965,11,0.000000
290051,1.0000,0,0.000000,0,0.000000,0,0.000000
290053,0.9976,181,0.975001,202,1.052668,64,1.073242
290054,0.9970,144,1.039470,181,1.083501,74,1.021074
300001,0.9992,648,1.025869,649,1.001987,254,0.882841
300003,1.0000,377,0.816148,520,0.781361,1026,0.787827
300005,1.0000,232,0.896921,171,0.919808,62,0.898473
300011,0.9920,316,1.053544,378,1.138088,126,0.984372
300012,0.9984,539,1.025240,402,0.977801,164,1.047611
300014,1.0000,277,0.927632,219,0.997937,23,0.000000
300017,0.9951,237,0.993617,313,1.074094,111,1.027782
300018,1.0000,292,0.977420,452,0.902256,117,0.997574
300019,0.9993,364,0.890758,199,1.020118,55,0.953354
300020,1.0000,358,0.963780,352,0.897093,146,0.903666
300023,0.9999,322,0.948422,418,0.934355,151,1.003237
300029,1.0000,163,0.921721,252,0.952329,338,0.991526
300034,1.0000,439,0.958873,509,0.945297,545,0.806521
310001,0.9939,893,1.053691,1710,1.067889,937,1.080837
310002,0.9884,237,1.054813,837,1.101719,367,1.186240
310003,0.9852,307,1.081483,531,1.262712,133,1.104676
310005,0.9986,343,1.045035,341,0.919864,114,0.989342
310006,0.9957,454,1.100389,817,0.964830,93,1.076396
310008,0.9929,698,1.008976,989,1.116060,277,1.117489
310009,0.9952,431,1.104734,917,1.060619,272,0.986727
310010,0.9985,416,1.000732,585,1.028952,180,1.042716
310011,0.9950,583,1.046407,619,1.066966,56,1.163684
310012,0.9914,1244,1.034126,2110,1.113952,883,1.079548
310014,0.9909,192,1.126593,544,1.088610,402,1.181605
310015,1.0000,845,0.901214,1417,0.906090,1162,0.961633
310016,0.9863,233,1.177296,501,1.215078,99,1.032813
310017,0.9975,543,0.957089,612,1.057985,169,1.035539
310019,0.9855,642,1.062437,1358,1.185759,443,1.221643
310021,0.9931,178,1.041975,367,1.069060,283,1.036127
310022,0.9950,1244,1.090620,1513,1.034419,519,1.069756
310024,0.9966,378,0.961267,769,1.053831,127,1.032186
310025,0.9896,201,1.030120,427,1.169337,248,1.066308
310027,0.9928,324,1.134796,514,1.104524,156,1.014072
310028,0.9959,514,0.899632,609,1.069935,104,1.055052
310029,0.9948,380,1.051815,847,1.077209,802,1.017947
310031,0.9935,60,1.026304,372,0.969653,399,1.098386
310032,1.0000,529,0.932177,1108,0.980608,187,0.951726
310034,0.9976,444,1.003633,675,1.056886,214,1.025913
310038,0.9927,727,1.033689,1542,1.018634,931,1.123934
310039,0.9863,546,1.097758,961,1.164012,258,1.147761
310040,0.9882,256,1.072683,291,1.204815,34,1.020419
310041,0.9922,1363,0.965107,2382,1.091907,715,1.179277
310044,0.9973,161,1.069813,303,1.041653,55,0.968219
310045,0.9952,531,1.004784,901,1.010047,416,1.150773
310047,0.9976,297,0.980549,591,1.051249,123,1.071971
310048,0.9930,599,0.984836,1037,1.150138,317,0.977397
310050,0.9920,530,1.058456,1067,1.060376,233,1.208804
310051,1.0000,926,0.939260,1221,0.911123,324,0.945229
310052,0.9948,828,1.041322,1443,1.043740,262,1.102325
310054,0.9986,412,1.035737,638,0.970259,200,1.031152
310057,0.9988,573,0.855779,888,1.031490,311,1.009321
310058,0.9961,86,1.090021,31,0.926252,15,0.000000
310060,0.9973,277,0.939939,401,1.058193,61,1.052449
310061,0.9965,187,1.025592,399,1.016341,76,1.192640
310064,0.9972,694,1.041864,1264,1.025447,571,1.038326
310069,0.9984,228,1.027680,283,0.941553,56,1.043876
310070,0.9927,417,1.154354,515,1.114703,128,1.049343
310073,0.9975,574,0.927015,1678,0.983616,983,1.055305
310074,0.9800,141,1.085730,523,1.272848,225,1.198333
310075,1.0000,315,0.986454,538,0.945028,121,0.960692
310076,0.9990,642,0.958233,1124,1.025548,450,0.948923
310081,0.9875,497,1.064687,824,1.174044,194,1.145209
310083,0.9888,170,1.241722,331,1.146050,126,1.180173
310084,0.9869,444,1.128688,613,1.176115,165,1.117831
310086,0.9881,1163,1.186734,1520,1.127846,287,1.037029
310091,0.9900,248,1.145082,305,1.119691,52,1.027949
310092,0.9956,200,1.099611,269,1.167519,22,0.000000
310096,0.9834,173,1.168870,648,1.057588,229,1.385571
310108,0.9965,833,1.021030,1193,1.049787,285,1.044301
310110,0.9940,461,1.065949,760,1.080849,142,1.101244
310111,0.9998,688,1.003733,732,0.973770,115,1.013000
310112,0.9938,420,1.011714,493,1.128890,201,1.025454
310113,1.0000,395,0.909516,532,0.981670,130,0.985032
310115,0.9949,159,0.980385,393,1.102047,93,0.969753
310118,0.9902,140,1.157955,199,1.090029,21,0.000000
310119,0.9971,85,1.034983,181,1.117262,68,1.051370
310120,0.9961,59,1.035429,94,1.047962,19,0.000000
320001,1.0000,161,0.891218,139,0.978235,140,0.971149
320002,0.9976,307,1.102366,254,0.805578,193,0.973156
320003,1.0000,130,0.993206,92,0.917781,5,0.000000
320004,1.0000,173,0.930821,127,0.980386,20,0.000000
320005,1.0000,436,0.860915,340,0.984233,164,0.837818
320006,0.9995,277,1.010699,177,0.987976,117,0.989146
320009,1.0000,140,0.965402,267,0.877900,251,0.778642
320011,0.9996,109,1.009203,54,0.966014,6,0.000000
320013,0.9989,169,0.987541,66,1.050063,7,0.000000
320014,1.0000,0,0.000000,0,0.000000,0,0.000000
320016,0.9990,153,1.025285,127,0.930865,13,0.000000
320017,1.0000,79,0.906849,25,0.952203,7,0.000000
320018,0.9996,385,1.014298,247,0.920860,178,0.904366
320021,0.9996,619,0.875431,471,0.885956,441,1.014411
320022,1.0000,212,0.903438,144,0.972219,28,0.974829
320030,1.0000,107,0.980099,42,0.959078,13,0.000000
320033,1.0000,73,0.996354,39,0.892815,0,0.000000
320038,1.0000,222,0.924038,90,0.955645,11,0.000000
320057,1.0000,6,0.000000,1,0.000000,0,0.000000
320058,1.0000,25,0.967745,3,0.000000,0,0.000000
320059,0.9989,228,0.885683,56,1.036394,1,0.000000
320060,1.0000,40,0.959613,11,0.000000,1,0.000000
320061,0.9948,231,1.057745,64,1.010467,6,0.000000
320062,1.0000,58,0.928458,15,0.000000,1,0.000000
320063,0.9994,158,1.021246,161,0.932293,36,0.957996
320065,0.9970,82,0.905252,76,1.142898,10,0.000000
320067,0.9990,28,1.012239,17,0.000000,5,0.000000
320070,1.0000,17,0.000000,8,0.000000,1,0.000000
320074,1.0000,95,0.956369,43,0.988624,4,0.000000
320084,0.9978,129,1.015358,64,1.015941,12,0.000000
320085,0.9961,346,1.125150,265,1.022372,297,0.940751
320086,1.0000,86,0.984221,128,0.969524,7,0.000000
330002,0.9986,158,1.036161,131,1.007000,16,0.000000
330003,0.9955,293,1.054179,248,1.051503,42,1.064058
330004,0.9925,450,1.073363,510,1.112914,144,1.030313
330005,0.9936,746,0.972614,1226,1.063448,740,1.149487
330006,0.9948,163,1.065065,209,1.125821,32,0.981826
330008,0.9982,100,1.008486,73,1.039010,11,0.000000
330009,0.9945,115,1.227728,177,1.104085,42,1.044069
330011,0.9980,590,0.987324,514,1.022974,203,1.075011
330013,0.9993,225,1.035314,392,1.027643,394,0.994787
330014,0.9915,173,1.067537,415,1.119677,189,1.179493
330019,0.9905,236,1.085920,538,1.156905,90,1.089288
330023,0.9921,722,1.151543,1281,1.094083,533,0.975024
330024,0.9954,874,1.122556,1445,1.066401,575,1.110335
330027,0.9901,141,1.207812,211,1.253232,50,1.082027
330028,0.9961,226,1.042511,177,1.113852,73,1.092114
330029,1.0000,0,0.000000,0,0.000000,0,0.000000
330030,0.9961,157,1.059596,143,1.048475,29,1.003112
330033,0.9999,144,0.956901,129,1.001969,53,0.954018
330037,0.9973,114,1.044630,99,0.987249,20,0.000000
330043,1.0000,389,0.967588,612,0.953571,230,0.990410
330044,0.9952,613,1.111076,594,1.053353,152,1.006916
330045,0.9948,769,1.138735,1022,1.027446,234,0.958761
330046,0.9890,553,1.154216,617,1.279662,350,1.114041
330047,1.0000,243,0.895239,422,0.961329,93,0.899217
330049,0.9995,113,1.023321,170,0.955895,33,0.996662
330053,0.9956,132,1.030842,120,1.042476,26,0.949950
330055,0.9913,946,1.130684,1293,1.084836,363,1.112074
330056,0.9944,202,1.075747,278,1.133798,71,1.041648
330057,0.9993,661,1.036443,812,0.945764,576,0.942047
330058,1.0000,116,0.908807,162,0.999873,31,0.982262
330059,0.9921,816,1.076334,1419,1.148379,540,1.178336
330061,0.9990,388,1.021984,458,0.995786,58,1.044009
330064,0.9937,263,1.094255,158,1.106799,32,0.958751
330065,0.9971,107,1.028103,145,1.071560,31,1.021431
330067,0.9936,192,1.193806,148,1.161363,30,1.047567
330073,0.9943,157,1.076762,175,1.069858,30,0.953053
330074,0.9968,178,1.058034,143,1.020429,35,1.014236
330078,0.9973,244,0.983454,492,1.078481,98,0.981997
330079,0.9996,99,1.017830,130,0.984092,40,0.959017
330080,0.9958,113,1.099254,120,1.102506,52,1.061781
330084,0.9966,135,1.010780,130,1.063171,31,1.067353
330085,0.9904,244,0.983331,319,1.148672,67,1.068648
330086,0.9971,75,1.077845,112,1.037012,27,0.943245
330088,1.0000,138,0.976478,81,0.987539,29,0.976195
330090,0.9923,520,1.143857,373,0.971734,343,1.081260
330094,0.9952,307,1.090250,329,1.049895,118,0.982732
330096,0.9982,116,0.976455,121,1.035439,24,0.000000
330100,1.0000,0,0.000000,0,0.000000,0,0.000000
330101,0.9965,1390,1.084379,2376,1.081051,1402,1.017086
330102,0.9991,101,1.032716,271,0.921138,80,1.050746
330103,0.9970,283,1.014118,302,1.059882,93,1.003857
330104,0.9932,530,1.119316,512,1.094037,85,1.089093
330106,0.9902,1162,1.026647,1557,1.106631,835,1.251403
330107,0.9975,242,1.103088,391,0.867128,66,1.045996
330108,0.9964,382,1.048259,140,0.962262,46,1.013877
330111,0.9800,121,1.174868,70,0.958720,14,0.000000
330115,0.9975,147,1.018972,101,1.061930,9,0.000000
330119,0.9951,543,1.171041,667,1.074776,406,0.953592
330125,0.9956,295,1.058732,800,1.057205,479,1.046054
330126,0.9838,833,1.276614,823,1.155463,315,1.146095
330127,0.9949,83,1.129287,173,1.149144,46,1.133417
330128,0.9944,225,1.081644,212,1.076029,116,1.098485
330132,1.0000,101,0.985344,90,0.967399,15,0.000000
330135,0.9996,147,0.966096,206,0.935096,42,1.046231
330136,1.0000,301,0.903398,394,0.947369,247,0.987557
330140,0.9893,1339,1.107678,1198,1.092816,996,1.093942
330141,0.9861,733,1.175074,665,1.249959,220,1.074126
330144,0.9950,102,1.061260,67,0.997374,16,0.000000
330151,0.9953,178,1.058327,73,0.887668,41,1.030385
330153,1.0000,521,0.995153,884,0.965594,549,0.925168
330157,1.0000,286,0.943510,366,0.926228,51,0.937033
330158,0.9921,340,1.045678,545,1.041101,518,1.125815
330160,0.9995,475,1.032060,661,0.936802,446,0.965559
330162,0.9912,383,1.187450,398,1.070350,51,1.088146
330163,0.9861,301,1.123131,246,1.088132,109,1.180864
330164,0.9995,279,1.026587,311,0.899196,59,1.001961
330166,1.0000,15,0.000000,6,0.000000,1,0.000000
330167,0.9978,758,0.999181,1161,0.957870,524,1.074708
330169,0.9891,1086,1.214097,1339,1.140586,488,1.116348
330175,0.9946,405,1.014836,252,1.114649,20,0.000000
330177,0.9979,55,1.001918,99,1.022066,10,0.000000
330180,0.9975,255,1.018311,202,1.047708,62,1.038532
330181,0.9956,324,0.975616,472,1.103765,106,1.058905
330182,1.0000,465,0.793858,1686,0.974959,1068,0.967005
330184,0.9925,232,1.109698,400,1.158018,105,0.993076
330185,1.0000,499,0.957087,704,0.999223,197,0.963512
330188,1.0000,186,0.947214,276,0.933890,91,0.818456
330191,0.9977,458,0.899936,576,1.073366,246,1.004745
330193,0.9920,306,1.135585,305,1.155696,107,1.090745
330194,0.9949,817,0.975726,1724,1.066976,822,1.060893
330195,0.9980,387,1.049117,928,1.031851,328,1.020893
330196,0.9875,239,1.143276,616,1.240518,107,1.138906
330197,0.9988,241,0.964553,178,1.031688,14,0.000000
330198,0.9912,483,1.117595,892,1.117695,339,1.096123
330199,0.9974,32,1.040894,47,1.111128,23,0.000000
330201,0.9947,230,1.104913,240,1.125998,29,1.048382
330202,0.9974,83,1.079841,157,1.069994,17,0.000000
330203,0.9947,490,1.087416,700,1.109972,189,0.984246
330204,0.9936,93,1.031086,179,1.103574,148,1.106718
330205,0.9967,172,1.040458,186,1.031692,41,0.999043
330208,0.9908,398,1.151605,611,1.130566,58,1.078975
330211,0.9987,180,1.015173,107,1.006081,48,1.024378
330213,1.0000,112,0.932529,66,0.913093,24,0.000000
330214,0.9998,596,0.890519,1070,0.912105,341,1.021372
330215,0.9954,214,1.106518,306,1.002691,41,1.062016
330218,0.9879,338,1.089408,227,1.139398,95,1.063103
330219,0.9996,76,0.995215,173,1.029855,105,0.991426
330221,0.9924,202,1.189770,252,1.180020,85,1.093197
330222,0.9956,375,0.900781,403,1.121343,97,0.995177
330223,0.9934,179,1.121770,212,0.969356,22,0.000000
330224,0.9975,113,1.016880,158,1.077500,24,0.000000
330225,0.9933,220,1.068401,191,1.115528,20,0.000000
330226,0.9981,217,1.026129,341,0.989009,119,1.089712
330229,0.9977,112,0.891878,82,1.065336,16,0.000000
330231,0.9932,79,1.125750,131,1.199223,19,0.000000
330232,0.9987,161,1.045155,244,1.008120,50,0.979147
330233,0.9976,102,1.057410,322,1.053877,103,0.933004
330234,0.9918,112,1.002510,353,1.008377,529,1.149583
330235,0.9991,404,0.979434,450,0.934463,140,1.036580
330236,0.9858,507,1.263463,910,1.212482,240,1.162295
330238,0.9980,142,1.004111,141,1.035485,10,0.000000
330239,0.9996,271,0.970089,368,0.999687,114,1.016101
330240,0.9961,55,1.111265,77,1.121615,21,0.000000
330241,0.9976,321,1.110386,388,1.063955,206,0.899272
330245,0.9928,513,1.061573,870,1.051652,259,1.074191
330246,0.9971,160,1.026219,149,1.133509,24,0.000000
330249,1.0000,140,0.974101,83,0.969603,13,0.000000
330250,0.9925,587,0.999018,583,1.032993,404,1.140273
330259,0.9962,236,0.975510,272,1.156873,65,1.113676
330261,0.9997,250,0.865157,358,0.945225,79,1.036690
330263,0.9990,97,0.997691,104,1.014832,7,0.000000
330264,0.9921,468,1.076853,633,1.104067,297,1.055972
330265,0.9993,166,1.013410,117,0.998615,16,0.000000
330267,0.9941,345,1.065375,490,1.035121,174,1.128805
330268,0.9991,125,0.995224,92,1.008375,8,0.000000
330270,1.0000,0,0.000000,0,0.000000,0,0.000000
330273,0.9935,277,0.944441,419,1.142131,60,1.158165
330276,0.9963,202,1.048143,157,0.928125,59,1.073272
330277,0.9957,227,1.065570,306,1.034763,30,0.995415
330279,1.0000,191,0.979464,453,0.961297,371,0.979500
330285,0.9987,186,1.030745,508,1.044820,291,0.990040
330286,0.9966,747,1.046524,925,1.048287,255,1.049883
330304,0.9910,715,1.161465,563,1.083531,168,1.047255
330306,0.9930,283,1.068254,512,1.221668,215,1.004890
330307,1.0000,305,0.843777,230,0.858934,124,0.921251
330316,0.9922,209,1.161517,280,1.106204,28,1.034978
330331,0.9994,462,0.997043,653,1.000588,146,1.051095
330332,0.9990,295,0.954238,524,0.973408,98,1.094808
330340,0.9974,395,1.020781,238,1.058758,33,1.005538
330350,0.9837,180,1.083283,504,1.274475,186,1.146278
330353,0.9881,699,1.169909,342,1.120390,111,1.115039
330372,0.9979,263,1.047260,363,1.031113,66,1.023077
330385,0.9975,32,1.083872,35,1.072404,18,0.000000
330386,0.9962,255,1.080162,206,0.976626,44,1.002286
330393,0.9852,457,1.210186,793,1.027910,1099,1.178088
330394,1.0000,643,0.983140,693,0.976989,590,0.906013
330395,0.9933,161,1.123507,206,1.193811,53,1.042799
330396,0.9948,72,1.094034,142,1.144453,19,0.000000
330397,0.9943,46,1.117038,106,1.183896,14,0.000000
330399,0.9976,127,1.051316,98,1.061466,33,1.039515
330401,0.9871,518,1.192161,672,1.211084,224,0.927070
330403,1.0000,0,0.000000,0,0.000000,0,0.000000
330404,1.0000,0,0.000000,0,0.000000,0,0.000000
330405,1.0000,0,0.000000,0,0.000000,0,0.000000
330406,1.0000,0,0.000000,0,0.000000,0,0.000000
330409,1.0000,0,0.000000,0,0.000000,0,0.000000
340001,1.0000,966,0.945918,1106,0.976370,579,0.987204
340002,1.0000,1194,0.911073,1604,0.831655,1470,0.972754
340003,0.9989,198,1.027867,293,0.951895,30,1.001863
340004,0.9979,515,1.080775,592,0.949978,373,0.888211
340008,0.9958,230,1.076827,479,1.040265,85,0.956343
340010,0.9961,364,1.207581,637,0.979694,71,1.014462
340011,1.0000,263,0.922744,115,0.915957,21,0.000000
340013,0.9978,326,1.051291,329,1.003781,69,0.969608
340014,1.0000,887,0.934942,998,0.989227,588,1.001976
340015,0.9987,530,1.030741,320,0.916082,229,0.913354
340016,0.9991,243,0.927495,141,1.039693,23,0.000000
340017,1.0000,382,0.931808,401,0.903779,111,0.880082
340020,0.9980,313,1.015794,379,1.027362,31,1.047342
340021,0.9986,400,0.933699,501,1.043746,91,0.969163
340023,1.0000,203,0.910428,129,0.857166,35,0.937451
340024,1.0000,232,0.922459,358,0.934219,24,0.000000
340027,1.0000,458,0.966289,631,0.949984,170,0.988273
340028,0.9967,678,1.141795,1319,0.949226,539,1.040392
340030,0.9972,421,1.061823,933,0.971593,665,1.123573
340032,0.9984,1038,1.022873,1088,1.026545,571,0.948888
340036,1.0000,92,0.928005,100,0.897030,6,0.000000
340037,0.9997,84,0.987105,93,0.996194,25,1.025910
340039,0.9944,461,1.076499,492,1.085578,115,0.961065
340040,0.9937,694,1.042943,1521,1.056771,1373,1.115629
340041,1.0000,265,0.923594,154,0.979945,33,0.940491
340042,0.9966,367,0.943873,372,1.077157,31,1.029919
340047,0.9927,550,1.268438,853,1.127965,518,1.118030
340049,1.0000,0,0.000000,0,0.000000,0,0.000000
340050,0.9908,560,1.107543,852,1.117011,279,1.056556
340051,0.9986,427,1.006813,244,0.978825,90,1.078723
340053,0.9982,555,0.966182,799,0.958387,582,1.052565
340055,1.0000,207,0.989815,134,0.892363,18,0.000000
340060,0.9923,324,1.100208,364,1.055525,47,1.040238
340061,0.9990,407,1.019706,637,1.039651,306,0.969252
340064,0.9925,319,1.127310,191,0.968553,31,1.007435
340068,0.9967,299,0.955077,320,1.100573,16,0.000000
340069,0.9958,582,0.937544,1732,0.956893,1647,1.067594
340070,0.9987,266,1.062804,480,0.974473,179,0.959330
340071,0.9943,394,1.068245,372,1.058592,13,0.000000
340073,1.0000,209,0.874066,195,0.958887,100,0.978695
340075,1.0000,296,0.935595,185,0.936554,73,0.955012
340084,0.9930,74,1.041030,88,1.086664,19,0.000000
340085,0.9995,151,0.994027,105,1.014612,37,0.985948
340087,0.9996,147,0.937016,109,1.011153,18,0.000000
340090,0.9942,416,1.071306,504,1.087742,83,0.966955
340091,1.0000,1277,0.930568,1380,0.943785,670,0.948058
340096,0.9971,232,1.015508,168,1.033454,50,1.027131
340097,0.9955,259,1.030696,226,1.082393,88,0.959629
340098,1.0000,437,0.932374,603,0.968059,275,0.976011
340099,0.9919,173,1.186834,275,1.071197,32,0.990586
340106,0.9933,92,1.001064,185,1.180887,19,0.000000
340107,0.9952,193,1.096187,320,1.042638,33,0.939319
340109,1.0000,319,0.916657,357,0.949311,116,0.990131
340113,0.9971,463,0.967473,986,0.896099,976,1.098600
340114,0.9992,535,0.857131,1072,0.882957,564,1.029136
340115,0.9968,849,1.053372,1400,1.065629,810,0.957189
340116,1.0000,470,0.925938,465,0.796355,473,0.834629
340119,0.9985,270,1.035121,453,0.962162,89,0.985497
340120,0.9949,152,1.063279,122,1.021829,21,0.000000
340123,0.9917,505,1.101715,324,0.977905,65,1.041523
340126,0.9955,484,1.110710,472,1.001405,103,1.032947
340127,0.9988,129,1.034643,144,0.927422,23,0.000000
340129,0.9993,192,0.995199,270,1.021933,93,0.974060
340130,0.9995,359,0.953222,600,0.982481,85,1.056844
340131,1.0000,526,0.994495,959,0.929338,531,1.000803
340132,0.9990,152,1.028178,223,0.995929,35,1.031455
340133,0.9907,151,1.124869,219,1.076969,36,1.013468
340141,1.0000,976,0.897383,1827,0.830471,1030,0.954046
340142,0.9979,283,0.934509,481,1.045517,164,0.991576
340143,0.9999,248,0.900350,235,0.756379,112,1.003631
340144,0.9919,144,1.202446,148,1.076175,17,0.000000
340145,0.9979,203,1.000699,277,1.038075,22,0.000000
