Provider_Number,Hospital_Name,Address_1,Address_2,Address_3,City,State,ZIP_Code,County,Phone_Number,Hospital_Type,Hospital_Ownership,Emergency_Services,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue
220177,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,,,NANTUCKET,MA,2554,NANTUCKET,5082281200,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",19,427,1768,63084
221302,FAIRVIEW HOSPITAL,29 LEWIS AVENUE,,,GREAT BARRINGTON,MA,1230,BERKSHIRE,4135280790,Critical Access Hospitals,Voluntary non-profit - Other,"Yes",411,21048,97758,1329421
230013,DOCTORS' HOSPITAL OF MICHIGAN,461 W HURON ST,,,PONTIAC,MI,48341,OAKLAND,2488577200,Acute Care Hospitals,Physician,"Yes",77,1126,1797,61247
230017,BRONSON METHODIST HOSPITAL,601 JOHN STREET,,,KALAMAZOO,MI,49007,KALAMAZOO,2693416000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",406,25289,106591,1387326
230021,"""LAKELAND HOSPITAL"," ST JOSEPH""",1234 NAPIER AVENUE,,,ST JOSEPH,MI,49085,BERRIEN,2699838300,Acute Care Hospitals,Voluntary non-profit - Private,Niles,0,0,0
230021,"""LAKELAND HOSPITAL"," ST JOSEPH""",1234 NAPIER AVENUE,,,ST JOSEPH,MI,49085,BERRIEN,2699838300,Acute Care Hospitals,Voluntary non-profit - Private,Watervliet,44,538,1329
230022,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,274 E CHICAGO ST,,,COLDWATER,MI,49036,BRANCH,5172795400,Acute Care Hospitals,Government - Local,"Yes",87,3439,13785,196825
230037,HILLSDALE COMMUNITY HEALTH CENTER,168 S HOWELL STREET,,,HILLSDALE,MI,49242,HILLSDALE,5174374451,Acute Care Hospitals,Government - Federal,"Yes",91,2091,6681,131312
230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,,,BAY CITY,MI,48708,BAY,9898943000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",345,14548,63581,933863
230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,,,DETROIT,MI,48202,WAYNE,3139162600,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",666,31081,185161,3710999
230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,,,HOWELL,MI,48843,LIVINGSTON,5175456000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",55,2917,9110,318497
230071,STRAITH HOSPITAL FOR SPECIAL SURGERY,23901 LAHSER,,,SOUTHFIELD,MI,48033,OAKLAND,2483573360,Acute Care Hospitals,Voluntary non-profit - Private,"No",34,670,5416,15685
230080,MCLAREN CENTRAL MICHIGAN,1221 SOUTH DRIVE,,,MOUNT PLEASANT,MI,48858,ISABELLA,9897726700,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",78,3892,10817,263482
230085,SOUTH HAVEN COMMUNITY HOSPITAL,955 S BAILEY AVE,,,SOUTH HAVEN,MI,49090,VAN BUREN,2696375271,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",29,645,1836,80136
230093,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,605 OAK STREET,,,BIG RAPIDS,MI,49307,MECOSTA,2317968691,Acute Care Hospitals,Government - Local,"Yes",49,2138,6848,117921
230095,WEST BRANCH REGIONAL MEDICAL CENTER,2463 SOUTH M-30,,,WEST BRANCH,MI,48661,OGEMAW,9893456366,Acute Care Hospitals,Government - Local,"Yes",88,2444,9607,105809
230096,STURGIS HOSPITAL,916 MYRTLE AVE,,,STURGIS,MI,49091,SAINT JOSEPH,2696517824,Acute Care Hospitals,Government - Local,"Yes",49,1182,4386,102998
230097,MUNSON MEDICAL CENTER,1105 SIXTH STREET,,,TRAVERSE CITY,MI,49684,GRAND TRAVERSE,2319355000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",391,18810,98594,1407486
230117,BORGESS MEDICAL CENTER,1521 GULL ROAD,,,KALAMAZOO,MI,49048,KALAMAZOO,2692267000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",353,17185,70064,1495036
230118,HURON MEDICAL CENTER,1100 SOUTH VAN DYKE ROAD,,,BAD AXE,MI,48413,HURON,9892699521,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",53,1525,5068,71279
23011,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,,,ANN ARBOR                     ,MI,48105,WASHTENAW,7347697100,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,"NO",0,0,0,0
230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,,,OWOSSO,MI,48867,SHIAWASSEE,9897235211,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",165,2800,10768,355281
23012,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,,,BATTLE CREEK                  ,MI,49015,CALHOUN,2699665600,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,"NO",0,0,0,0
230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,,,FLINT,MI,48503,GENESEE,8102579000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",418,18439,94165,1409293
230133,OTSEGO MEMORIAL HOSPITAL,825 N CENTER AVE,,,GAYLORD,MI,49735,OTSEGO,9897312100,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",80,1983,6896,154824
230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,,,FLINT,MI,48532,GENESEE,8103422000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",330,19628,84163,1528011
230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,,,WYANDOTTE,MI,48192,WAYNE,7342466000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",337,15696,66995,676042
230174,NORTH OTTAWA COMMUNITY HOSPITAL,1309 SHELDON RD,,,GRAND HAVEN,MI,49417,OTTAWA,6168423600,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",81,1438,5577,145304
230193,MCLAREN LAPEER REGION,1375 N MAIN ST,,,LAPEER,MI,48446,LAPEER,8106675500,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",222,6065,25479,434006
230207,MCLAREN OAKLAND,50 NORTH PERRY,,,PONTIAC,MI,48342,OAKLAND,2483385000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",162,4390,21735,374937
230217,OAKLAWN HOSPITAL,200 N MADISON,,,MARSHALL,MI,49068,CALHOUN,2697814271,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",78,4284,13267,391512
230227,MCLAREN MACOMB,1000 HARRINGTON BLVD,,,MOUNT CLEMENS,MI,48043,MACOMB,5864938000,Acute Care Hospitals,Proprietary,"Yes",288,14345,59810,895753
230236,METRO HEALTH HOSPITAL,"""5900 BYRON CENTER AVENUE"," SW""",,,WYOMING,MI,49519,KENT,6162527200,Acute Care Hospitals,Voluntary non-profit - Private,178,11489,35865,776674
230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,,,GARDEN CITY,MI,48135,WAYNE,7344213300,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",159,8609,33273,368323
230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DRIVE,,,ROCHESTER,MI,48307,OAKLAND,2486525000,Acute Care Hospitals,Voluntary non-profit - Private,"No",232,9739,40188,654936
230275,HEALTHSOURCE SAGINAW,3340 HOSPITAL ROAD,,,SAGINAW,MI,48608,SAGINAW,9897907888,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",328,421,1153,67184
230301,OAKLAND REGIONAL HOSPITAL,22401 FOSTER WINTER DRIVE,,,SOUTHFIELD,MI,48075,OAKLAND,2484235100,Acute Care Hospitals,Physician,"No",56,315,1736,99153
230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,,,W BLOOMFIELD,MI,48322,OAKLAND,2483251000,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",191,12209,57638,768245
231326,CLINTON MEMORIAL HOSPITAL,805 S OAKLAND,,,SAINT JOHNS,MI,48879,CLINTON,9892246881,Critical Access Hospitals,Proprietary,"Yes",89,2882,9501,173985
231335,WEST SHORE MEDICAL CENTER,1465 E PARKDALE AVENUE,,,MANISTEE,MI,49660,MANISTEE,2313981000,Critical Access Hospitals,Voluntary non-profit - Other,"Yes",24,1523,5715,164712
240001,NORTH MEMORIAL MEDICAL CENTER,3300 OAKDALE NORTH,,,ROBBINSDALE,MN,55422,HENNEPIN,7635205200,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",415,16601,70841,1618049
240004,HENNEPIN COUNTY MEDICAL CENTER,701 PARK AVENUE,,,MINNEAPOLIS,MN,55415,HENNEPIN,6128733000,Acute Care Hospitals,Government - Local,"Yes",464,17997,83108,1911388
240006,OLMSTED MEDICAL CENTER,1650 FOURTH STREET SOUTHEAST,,,ROCHESTER,MN,55904,OLMSTED,5075296600,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",61,1762,6035,298302
240014,NORTHFIELD HOSPITAL,2000 NORTH AVENUE,,,NORTHFIELD,MN,55057,RICE,5076461000,Acute Care Hospitals,Government - Local,"Yes",77,1652,5255,184458
240018,MAYO CLINIC HEALTH SYSTEM IN RED WING,"""701 HEWITT BOULEVARD"," PO BOX 95""",,,RED WING,MN,55066,GOODHUE,6512675051,Acute Care Hospitals,Voluntary non-profit - Private,50,1713,5305,195206
240019,ESSENTIA HEALTH DULUTH,502 EAST SECOND STREET,,,DULUTH,MN,55805,SAINT LOUIS,2187862646,Acute Care Hospitals,Voluntary non-profit - Private,"No",96,2955,20190,738694
240020,CAMBRIDGE MEDICAL CENTER,701 SOUTH DELLWOOD AVENUE,,,CAMBRIDGE,MN,55008,ISANTI,7636897700,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",73,2671,9347,187722
240030,DOUGLAS COUNTY HOSPITAL,111 17TH AVENUE EAST,,,ALEXANDRIA,MN,56308,DOUGLAS,3207621511,Acute Care Hospitals,Government - Local,"Yes",99,3539,14387,295065
240038,UNITED HOSPITAL,333 NORTH SMITH AVENUE,,,SAINT PAUL,MN,55102,RAMSEY,6512418802,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",375,21802,88977,1366634
24003,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,,,MINNEAPOLIS                   ,MN,55417,HENNEPIN,6127252000,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,"NO",0,0,0,0
240050,FAIRVIEW LAKES MEDICAL CENTER,5200 FAIRVIEW BOULEVARD,,,WYOMING,MN,55092,CHISAGO,6519827104,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",52,2620,10045,221313
240053,PARK NICOLLET METHODIST HOSPITAL,6500 EXCELSIOR BLVD,,,SAINT LOUIS PARK,MN,55426,HENNEPIN,9529935000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",378,20650,76433,840041
240056,RIDGEVIEW MEDICAL CENTER,500 SOUTH MAPLE STREET,,,WACONIA,MN,55387,CARVER,9524422191,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",124,5558,22048,427817
240057,ABBOTT NORTHWESTERN HOSPITAL,800 EAST 28TH STREET,,,MINNEAPOLIS,MN,55407,HENNEPIN,6128634000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",662,36198,162376,2656953
240059,REGINA MEDICAL CENTER,1175 NININGER ROAD,,,HASTINGS,MN,55033,DAKOTA,6514804100,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",34,1590,4192,116197
240069,OWATONNA HOSPITAL,2250 26TH STREET NORTHWEST,,,OWATONNA,MN,55060,STEELE,5074513850,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",40,2311,7454,116956
240071,DISTRICT ONE HOSPITAL,200 STATE AVENUE,,,FARIBAULT,MN,55021,RICE,5073346451,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",40,1779,5436,90932
240076,BUFFALO HOSPITAL,303 CATLIN ST,,,BUFFALO,MN,55313,WRIGHT,7636841212,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",44,2326,6633,155843
240078,FAIRVIEW SOUTHDALE HOSPITAL,6401 FRANCE AVENUE SOUTH,,,EDINA,MN,55435,HENNEPIN,9529245000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",337,17125,72553,1096206
240088,RICE MEMORIAL HOSPITAL,301 BECKER AVE SW,,,WILLMAR,MN,56201,KANDIYOHI,3202314227,Acute Care Hospitals,Government - Local,"Yes",167,3357,14456,192399
240100,SANFORD BEMIDJI MEDICAL CENTER,1300 ANNE ST NW,,,BEMIDJI,MN,56601,BELTRAMI,2187515430,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",196,6274,18349,450571
240106,REGIONS HOSPITAL,640 JACKSON STREET,,,SAINT PAUL,MN,55101,RAMSEY,6512540975,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",424,24841,123254,1810277
240132,UNITY HOSPITAL,550 OSBORNE ROAD,,,FRIDLEY,MN,55432,ANOKA,7632365000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",200,11406,41083,523792
240196,PHILLIPS EYE INSTITUTE,2215 PARK AVENUE SOUTH,,,MINNEAPOLIS,MN,55404,HENNEPIN,6127758815,Acute Care Hospitals,Government - Federal,"No",8,7,29,78139
240207,FAIRVIEW RIDGES HOSPITAL,201 EAST NICOLLET BOULEVARD,,,BURNSVILLE,MN,55337,DAKOTA,9528922000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",171,10980,43978,592914
240214,MAPLE GROVE HOSPITAL,9875 HOSPITAL DRIVE,,,MAPLE GROVE,MN,55369,HENNEPIN,7635811000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",108,8344,34821,384961
241372,MADISON HOSPITAL,820 THIRD AVENUE,,,MADISON,MN,56256,LAC QUI PARLE,3205987536,Critical Access Hospitals,Voluntary non-profit - Private,"Yes",0,0,0,0
250009,MAGNOLIA REGIONAL HEALTH CENTER,611 ALCORN DRIVE,,,CORINTH,MS,38834,ALCORN,6622937660,Acute Care Hospitals,Government - Local,"Yes",170,8012,33249,617837
250010,TIPPAH COUNTY HOSPITAL,1005 HWY 15 N,,,RIPLEY,MS,38663,TIPPAH,6628379221,Acute Care Hospitals,Government - Local,"Yes",95,452,1674,27274
250018,JASPER GENERAL HOSPITAL,15 SOUTH 6TH STREET,,,BAY SPRINGS                   ,MS,39422,JASPER,6017642101,Acute Care Hospitals,Government - Local,"No",20,94,282,14806
250040,SINGING RIVER HOSPITAL,2809 DENNY AV,,,PASCAGOULA,MS,39581,JACKSON,2288095000,Acute Care Hospitals,Government - Local,"Yes",384,17880,69699,1804031
250043,NESHOBA COUNTY GENERAL HOSPITAL,1001 HOLLAND AVENUE,,,PHILADELPHIA,MS,39350,NESHOBA,6016631200,Acute Care Hospitals,Government - Local,"Yes",208,1462,4687,88045
250049,BEACHAM MEMORIAL HOSPITAL,205 N CHERRY ST,,,MAGNOLIA,MS,39652,PIKE,6017832351,Acute Care Hospitals,Voluntary non-profit - Private,"No",37,617,3065,5023
250060,JEFFERSON COUNTY HOSPITAL,809 S MAIN BOX 577,,,FAYETTE,MS,39069,JEFFERSON,6017863401,Acute Care Hospitals,Government - Local,"Yes",30,145,469,25064
250061,YALOBUSHA GENERAL HOSPITAL,630 SOUTH MAIN STREET,,,WATER VALLEY,MS,38965,YALOBUSHA,6624731411,Acute Care Hospitals,Government - Local,"No",26,491,1697,29167
250069,RUSH FOUNDATION HOSPITAL,1314 19TH AVE,,,MERIDIAN,MS,39301,LAUDERDALE,6014830011,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",182,7700,31025,412740
250077,WAYNE GENERAL HOSPITAL,950 MATTHEW DR,,,WAYNESBORO,MS,39367,WAYNE,6017355151,Acute Care Hospitals,Government - Local,"Yes",70,1822,8720,55455
250078,FORREST GENERAL HOSPITAL,6051 US HIGHWAY 49,,,HATTIESBURG,MS,39404,FORREST,6012887000,Acute Care Hospitals,Government - Local,"Yes",417,25568,115089,1376313
250082,DELTA REGIONAL MEDICAL CENTER,1400 E UNION ST,,,GREENVILLE,MS,38704,WASHINGTON,6623783783,Acute Care Hospitals,Government - Local,"Yes",215,7078,34831,345215
250093,BOLIVAR MEDICAL CENTER,HWY 8 E,,,CLEVELAND,MS,38732,BOLIVAR,6628462551,Acute Care Hospitals,Proprietary,"Yes",164,2795,10969,214490
250095,SOUTH SUNFLOWER COUNTY HOSPITAL,121 E BAKER ST,,,INDIANOLA,MS,38751,SUNFLOWER,6628875235,Acute Care Hospitals,Government - Local,"Yes",48,1008,3929,36572
250099,GREENWOOD LEFLORE HOSPITAL,1401 RIVER RD / PO BOX 1410,,,GREENWOOD,MS,38930,LEFLORE,6624597000,Acute Care Hospitals,Government - Local,"Yes",208,5980,23950,381106
250123,GARDEN PARK MEDICAL CENTER,15200 COMMUNITY ROAD,,,GULFPORT,MS,39501,HARRISON,2285757000,Acute Care Hospitals,Proprietary,"Yes",130,3728,15470,552285
250124,MAGEE GENERAL HOSPITAL,300 3RD AVE SE,,,MAGEE,MS,39111,SIMPSON,6018495070,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",53,1350,5238,52508
250126,NORTH OAK REGIONAL MEDICAL CENTER,401 GETWELL DR,,,SENATOBIA,MS,38668,TATE,6625623100,Acute Care Hospitals,Proprietary,"Yes",41,787,3002,38774
250134,WHITFIELD MEDICAL SURGICAL HOSPITAL,"""3550 HWY 468 W"," BLDG 60""",,,WHITFIELD,MS,39193,RANKIN,6013518001,Acute Care Hospitals,Government - State,32,184,1507,0
250151,ALLIANCE HEALTH CENTER,5000 HIGHWAY 39 NORTH,,,MERIDIAN,MS,39301,LAUDERDALE,6014836211,Acute Care Hospitals,Proprietary,"No",109,646,4085,77122
250162,HANCOCK MEDICAL CENTER,149 DRINKWATER BLVD,,,BAY SAINT LOUIS,MS,39521,HANCOCK,2284678600,Acute Care Hospitals,Government - Local,"Yes",102,1669,5636,92952
260001,MERCY HOSPITAL JOPLIN,2817 ST JOHNS BLVD,,,JOPLIN,MO,64801,JASPER,4177812727,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",226,9174,43518,598709
260004,COOPER COUNTY MEMORIAL HOSPITAL,17651 B HWY,,,BOONVILLE,MO,65233,COOPER,6608827461,Acute Care Hospitals,Government - Local,"Yes",46,186,524,24777
260009,BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,,,SEDALIA,MO,65302,PETTIS,6608268833,Acute Care Hospitals,Government - Local,"Yes",122,4401,17485,285254
260015,TWIN RIVERS REGIONAL MEDICAL CENTER,1301 FIRST ST,,,KENNETT,MO,63857,DUNKLIN,5738884522,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",116,2972,10948,330165
260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,1000 W 10TH ST,,,ROLLA,MO,65401,PHELPS,5734588899,Acute Care Hospitals,Government - Local,"Yes",242,4502,16524,655605
260022,NORTHEAST REGIONAL MEDICAL CENTER,315 S OSTEOPATHY,,,KIRKSVILLE,MO,63501,ADAIR,6607851000,Acute Care Hospitals,Proprietary,"Yes",109,2542,10873,294905
260023,MERCY HOSPITAL JEFFERSON,1400 HIGHWAY 61 SOUTH,,,CRYSTAL CITY,MO,63019,JEFFERSON,6369331000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",211,8731,33319,573049
260024,TEXAS COUNTY MEMORIAL HOSPITAL,1333 SAM HOUSTON BOULEVARD,,,HOUSTON,MO,65483,TEXAS,4179673311,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",47,1377,4516,66022
260025,HANNIBAL REGIONAL HOSPITAL,6000 HOSPITAL DR,,,HANNIBAL,MO,63401,MARION,5732481300,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",99,4232,17051,296923
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,,,KANSAS CITY,MO,64132,JACKSON,8162764000,Acute Care Hospitals,Proprietary,"Yes",438,15831,84157,2050695
260034,BATES COUNTY MEMORIAL HOSPITAL,615 W NURSERY ST,,,BUTLER,MO,64730,BATES,6602007000,Acute Care Hospitals,Government - Local,"Yes",49,797,3067,96518
260047,CAPITAL REGION MEDICAL CENTER,1125 MADISON ST,,,JEFFERSON CITY,MO,65102,COLE,5736325000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",114,4677,18546,427394
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,,,KANSAS CITY,MO,64108,JACKSON,8164041000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",238,14769,76888,582699
26004,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,,,KANSAS CITY                   ,MO,64128,JACKSON,8168614700,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,"NO",0,0,0,0
260052,MERCY HOSPITAL WASHINGTON,901 EAST 5TH STREET,,,WASHINGTON,MO,63090,FRANKLIN,6362398000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",168,6031,20824,642761
260057,CAMERON REGIONAL MEDICAL CENTER,1600 E EVERGREEN,,,CAMERON,MO,64429,CLINTON,8166322101,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",51,1738,6683,150383
260059,MERCY HOSPITAL LEBANON,100 HOSPITAL DRIVE,,,LEBANON,MO,65536,LACLEDE,4175336100,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",49,2418,7254,253091
260061,NEVADA REGIONAL MEDICAL CENTER,800 S ASH ST,,,NEVADA,MO,64772,VERNON,4176673355,Acute Care Hospitals,Government - Local,"Yes",71,1086,3567,91742
260065,MERCY HOSPITAL SPRINGFIELD,1235 E CHEROKEE,,,SPRINGFIELD,MO,65804,GREENE,4178202000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",562,35462,166399,3106432
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,,,COLUMBIA,MO,65201,BOONE,5738158000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",321,14647,66823,818437
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,,,MOBERLY,MO,65270,RANDOLPH,6602638400,Acute Care Hospitals,Proprietary,"Yes",101,1285,3747,251990
260078,OZARKS MEDICAL CENTER,1100 KENTUCKY AVE,,,WEST PLAINS,MO,65775,HOWELL,4172569111,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",103,5592,20630,348545
260080,SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY,109 PLUM ST,,,DONIPHAN,MO,63935,RIPLEY,5739962141,Acute Care Hospitals,Government - Local,"Yes",21,241,824,27146
260094,COX MEDICAL CENTER BRANSON,PO BOX 650 BUS HWY 65 & SKAGGS RD,,,BRANSON,MO,65616,TANEY,4173357000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",113,6132,25998,628686
260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,,,NORTH KANSAS CITY,MO,64116,CLAY,8166912000,Acute Care Hospitals,Government - Local,"Yes",413,20960,87776,1512377
260097,WESTERN MISSOURI MEDICAL CENTER,403 BURKARTH ROAD,,,WARRENSBURG,MO,64093,JOHNSON,6607472500,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",72,2763,8009,176815
260102,TRUMAN MEDICAL CENTER LAKEWOOD,7900 LEE'S SUMMIT RD,,,KANSAS CITY,MO,64139,JACKSON,8164047000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",298,4696,22151,228022
260108,MISSOURI BAPTIST MEDICAL CENTER,3015 N BALLAS RD,,,TOWN AND COUNTRY,MO,63131,SAINT LOUIS,3149965000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",444,20775,96328,1294337
260113,MISSOURI DELTA MEDICAL CENTER,1008 NORTH MAIN ST,,,SIKESTON,MO,63801,NEW MADRID,5734711600,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",144,3062,12880,288102
260162,BARNES-JEWISH WEST COUNTY HOSPITAL,12634 OLIVE BOULEVARD,,,CREVE COEUR,MO,63141,SAINT LOUIS,3149968000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",77,2866,7711,306705
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,1600 N 2ND ST,,,CLINTON,MO,64735,HENRY,6608855511,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",55,2364,7559,233716
260176,DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,,,SAINT LOUIS,MO,63122,SAINT LOUIS,3149669100,Acute Care Hospitals,Proprietary,"No",125,5003,19298,546027
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,,,LIBERTY,MO,64069,CLAY,8167817200,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",208,10131,37259,556798
260186,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,,,OSAGE BEACH,MO,65065,CAMDEN,5733488000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",116,4515,18531,470966
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,,,LEES SUMMIT,MO,64063,JACKSON,8162825000,Acute Care Hospitals,Proprietary,"Yes",64,3873,13467,406480
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,,,BOLIVAR,MO,65613,POLK,4173266000,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",72,2598,7853,312633
260207,OZARKS COMMUNITY HOSPITAL,2828 NORTH NATIONAL,,,SPRINGFIELD,MO,65803,GREENE,4178374000,Acute Care Hospitals,Proprietary,"Yes",35,492,2728,129797
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,,,BELTON,MO,64012,CASS,8163481236,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",71,2465,9096,323797
260219,PROGRESS WEST HEALTHCARE CENTER,2 PROGRESS POINT PKWY,,,O FALLON,MO,63368,SAINT CHARLES,6363441000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",72,3168,11802,142238
270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,,,BILLINGS,MT,59101,YELLOWSTONE,4066574000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",279,14717,71202,1196478
270032,NORTHERN MONTANA HOSPITAL,30 13TH ST,,,HAVRE,MT,59501,HILL,4062652211,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",184,1387,4416,112870
270051,KALISPELL REGIONAL MEDICAL CENTER,310 SUNNYVIEW LANE,,,KALISPELL,MT,59901,FLATHEAD,4067525111,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",283,7303,34242,569793
270086,GREAT FALLS CLINIC MEDICAL CENTER,1411 9TH ST S,,,GREAT FALLS,MT,59405,CASCADE,4062168000,Acute Care Hospitals,Proprietary,"No",20,536,1631,81580
280013,THE NEBRASKA MEDICAL CENTER,987400 NEBRASKA MEDICAL CENTER,,,OMAHA,NE,68198,DOUGLAS,4025522040,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",518,25362,137520,2473940
280020,SAINT ELIZABETH REGIONAL MEDICAL CENTER,555 SOUTH 70TH ST,,,LINCOLN,NE,68510,LANCASTER,4022197700,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",260,9953,39012,507956
280061,REGIONAL WEST MEDICAL CENTER,4021 AVE B,,,SCOTTSBLUFF,NE,69361,SCOTTS BLUFF,3086353711,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",158,5625,21088,422940
280065,GREAT PLAINS REGIONAL MEDICAL CENTER,601 WEST LEOTA ST,,,NORTH PLATTE,NE,69101,LINCOLN,3086968000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",91,4580,17292,357422
